City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,sao joaquim,-28.2939,-49.9317,5.95,98,31,1.31,BR,1696297069
287,berlin,52.5244,13.4105,18.88,86,0,1.54,DE,1696296881
288,bom jesus da lapa,-13.255,-43.4181,30.21,36,76,3.02,BR,1696297339
289,mirpur sakro,24.5474,67.6277,25.56,79,2,3.73,PK,1696297364
290,prince george,53.9166,-122.753,11.69,79,40,1.54,CA,1696297276
291,tual,-5.6667,132.75,26.49,86,24,5.82,ID,1696297364
292,colby,39.3958,-101.0524,26.03,51,0,9.77,US,1696297309
293,zaranj,30.9667,61.8833,22.83,16,0,0.89,AF,1696297364
294,holualoa,19.6228,-155.9522,27.1,77,40,3.6,US,1696297364
295,kununurra,-15.7667,128.7333,33.99,46,3,2.57,AU,1696297333
296,kutahya,39.4242,29.9833,9.34,94,58,1.9,TR,1696297365
297,kamloops,50.6665,-120.3192,13.55,74,75,4.12,CA,1696297365
298,nar'yan-mar,67.6713,53.087,3.95,78,58,9.39,RU,1696297265
299,cassilandia,-19.1133,-51.7342,24.19,83,95,1.45,BR,1696297365
300,bushehr,28.9684,50.8385,28.05,61,0,2.06,IR,1696297365
301,miyako,39.6367,141.9525,21.49,49,97,3.25,JP,1696297365
302,crane,31.3974,-102.3501,25.7,61,77,11.16,US,1696297229
303,valparaiso,-33.0393,-71.6273,12.8,58,75,3.09,CL,1696297172
304,amstetten,48.1229,14.8721,14.43,89,25,0.72,AT,1696297366
305,yei,4.095,30.6779,19.63,94,100,0.74,SS,1696297366
306,tabou,4.423,-7.3528,24.75,88,100,4.41,CI,1696297297
307,tzucacab,20.0667,-89.05,26.92,77,86,1.42,MX,1696297366
308,bratske,47.865,31.5731,9.81,65,7,3.59,UA,1696297366
309,nova olimpia,-14.7972,-57.2881,28.64,55,41,1.8,BR,1696297366
310,wailua homesteads,22.0669,-159.378,28.24,77,0,4.63,US,1696297234
311,konkwesso,10.8469,4.0984,24.16,90,100,1.17,NG,1696297366
312,pizarro,4.9533,-77.366,25.53,90,100,2.05,CO,1696297367
313,ouadda,8.0777,22.4007,20.62,88,100,1.31,CF,1696297367
314,wanlaweyn,2.6185,44.8938,24.76,89,14,3.7,SO,1696297367
315,mahina,-17.5065,-149.489,26.87,74,75,2.57,PF,1696297367
316,alofi,-19.0595,-169.9187,23.94,69,75,9.77,NU,1696297258
317,bardai,11.65,7.2333,21.11,86,100,2.67,NG,1696297367
318,tangalle,6.024,80.7911,25.09,82,96,2.78,LK,1696297367
319,choibalsan,48.0667,114.5,7.62,30,25,7.56,MN,1696297367
320,wewak,-3.5534,143.6268,25.95,89,100,4.26,PG,1696297368
321,kencong,-8.2833,113.3667,28.48,61,78,2.25,ID,1696297368
322,brookings,44.3114,-96.7984,25.21,50,0,1.34,US,1696297307
323,sarmiento,-45.5882,-69.07,9.82,51,31,3.88,AR,1696297368
324,castillos,-34.1667,-53.8333,10.34,95,61,2.18,UY,1696297368
325,yverdon-les-bains,46.7785,6.6412,19.2,47,100,2.61,CH,1696297368
326,sergeyevka,53.88,67.4158,8.08,75,39,3.27,KZ,1696297368
327,mabaruma,8.2,-59.7833,26.2,86,100,1.53,GY,1696297368
328,general acha,-37.377,-64.6043,14.84,76,100,4.17,AR,1696297369
329,nowy dwor mazowiecki,52.4302,20.7165,16.17,88,0,2.57,PL,1696297369
330,pekanbaru,0.5333,101.45,26.18,89,20,0.0,ID,1696297369
331,jutai,-5.1833,-68.9,26.46,71,100,0.09,BR,1696297369
332,happy valley-goose bay,53.3168,-60.3315,7.17,61,75,3.09,CA,1696297369
333,port isabel,26.0734,-97.2086,31.02,76,20,4.12,US,1696297369
334,redencao,-4.2258,-38.7306,23.66,93,38,0.76,BR,1696297369
335,khouribga,32.9333,-6.6,22.8,36,76,1.75,MA,1696297369
336,quepos,9.4236,-84.1652,26.1,82,100,1.54,CR,1696297369
337,nemuro,43.3236,145.575,16.09,68,6,10.77,JP,1696297370
338,beysehir,37.6773,31.7246,13.19,80,67,3.98,TR,1696297370
339,oroqen zizhiqi,50.5667,123.7167,12.96,51,100,1.53,CN,1696297370
340,gul'kevichi,45.3538,40.6946,17.08,83,67,1.31,RU,1696297370
341,villa angela,-27.5738,-60.7153,21.27,41,0,5.46,AR,1696297370
342,tupiza,-21.45,-65.7167,15.15,37,87,3.14,BO,1696297370
343,taltal,-25.4,-70.4833,15.1,84,5,2.93,CL,1696297220
344,puerto aysen,-45.4,-72.7,2.89,99,99,1.28,CL,1696297371
345,griffith,41.5284,-87.4237,24.47,66,0,0.0,US,1696297371
346,luwuk,-0.9516,122.7875,30.43,58,63,2.05,ID,1696297371
347,baiyin,36.5583,104.2081,14.77,59,70,2.17,CN,1696297282
348,west plains,36.7281,-91.8524,22.83,71,0,0.0,US,1696297371
349,nyurba,63.2842,118.3319,-1.09,75,56,2.24,RU,1696297371
350,egletons,45.4034,2.0507,13.04,90,5,1.35,FR,1696297371
351,mount pearl,47.5166,-52.7813,8.97,95,75,1.54,CA,1696297244
352,nuku'alofa,-21.1333,-175.2,23.19,64,75,7.2,TO,1696297371
353,nieuw amsterdam,5.8833,-55.0833,28.34,79,19,6.33,SR,1696297372
354,gustavia,17.8962,-62.8498,28.95,85,72,4.92,BL,1696297333
355,kupang,-10.1667,123.5833,33.32,49,20,3.09,ID,1696297372
356,coquimbo,-29.9533,-71.3436,12.85,87,40,2.57,CL,1696297213
357,greymouth,-42.4667,171.2,13.88,38,0,3.18,NZ,1696297372
358,bel ombre,-4.6167,55.4167,26.91,78,20,7.2,SC,1696297372
359,cidreira,-30.1811,-50.2056,14.59,81,3,2.47,BR,1696297372
360,yemetsk,63.4721,41.7941,1.87,96,92,1.99,RU,1696297372
361,toulepleu guere,6.574,-8.4259,22.17,99,94,1.16,CI,1696297373
362,kayangel,8.0823,134.7173,28.79,72,23,3.58,PW,1696297272
363,tripoli,32.8752,13.1875,23.19,67,0,3.6,LY,1696297272
364,sandnessjoen,66.0217,12.6316,7.29,85,100,8.93,NO,1696297373
365,chernyshkovskiy,48.4219,42.2308,14.34,79,98,2.7,RU,1696297373
366,"laikit, laikit ii (dimembe)",1.4792,124.9735,31.47,52,20,1.54,ID,1696297373
367,kan'onjicho,34.1167,133.65,23.21,50,85,3.83,JP,1696297373
368,mahdia,35.5047,11.0622,19.97,75,0,0.96,TN,1696297373
369,tazacorte,28.629,-17.9293,23.54,83,0,4.63,ES,1696297288
370,romanovo,52.6182,81.2271,3.7,53,2,3.15,RU,1696297374
371,abatskoye,56.2875,70.4555,8.87,70,100,4.98,RU,1696297374
372,enriquillo,17.9,-71.2333,27.28,85,98,2.12,DO,1696297374
373,labrador city,52.9463,-66.9114,4.95,93,100,1.54,CA,1696297374
374,turpan,42.9333,89.1667,24.26,25,100,1.75,CN,1696297374
375,baijiantan,45.6333,85.1833,17.33,40,100,3.55,CN,1696297374
376,whitecourt,54.1502,-115.6855,13.58,58,40,2.06,CA,1696297374
377,melfort,52.8667,-104.6177,6.98,95,99,1.33,CA,1696297374
378,san juan de miraflores,-12.1629,-76.9635,20.09,80,94,3.99,PE,1696297375
379,bubaque,11.2833,-15.8333,27.99,80,89,2.1,GW,1696297375
380,makarov,48.6333,142.8,13.33,65,100,8.48,RU,1696297375
381,tocopilla,-22.092,-70.1979,17.46,80,38,4.29,CL,1696297375
382,lethbridge,49.7,-112.8186,13.27,58,75,6.69,CA,1696297150
383,de aar,-30.6497,24.0123,18.41,33,0,2.45,ZA,1696297375
384,trairi,-3.2778,-39.2689,26.06,82,11,4.6,BR,1696297279
385,atherton,53.5237,-2.4935,11.9,97,40,1.23,GB,1696297301
386,broome,42.2506,-75.833,18.69,92,0,0.41,US,1696297375
387,praia da vitoria,38.7333,-27.0667,19.14,77,20,5.77,PT,1696297376
388,bonthe,7.5264,-12.505,24.99,90,100,2.8,SL,1696297257
389,thunder bay,48.4001,-89.3168,23.99,53,75,3.6,CA,1696297080
390,tofol,5.3248,163.0078,31.88,74,40,1.54,FM,1696297269
391,smithers,54.7804,-127.1743,10.18,81,40,2.06,CA,1696297376
392,kabwe,-14.4469,28.4464,16.98,82,11,5.07,ZM,1696297376
393,harstad,68.799,16.5293,5.45,96,86,2.24,NO,1696297376
394,colonia,50.9333,6.95,22.46,77,0,2.57,DE,1696297160
395,homer,59.6425,-151.5483,8.93,67,75,3.09,US,1696297169
396,urangan,-25.3,152.9,23.21,65,70,4.88,AU,1696297377
397,inirida,3.8653,-67.9239,25.15,86,100,0.95,CO,1696297377
398,pangoa,-12.1167,-73.0,21.53,99,100,1.3,PE,1696297377
399,kingston,17.997,-76.7936,27.53,93,20,3.09,JM,1696296924
400,fortuna,40.5982,-124.1573,16.19,79,0,5.66,US,1696297377
401,akividu,16.6,81.3833,27.32,83,51,2.71,IN,1696297377
402,zhaqsy,51.9083,67.3133,6.58,65,6,1.72,KZ,1696297377
403,kiunga,-6.1219,141.2906,27.86,87,91,0.73,PG,1696297278
404,north branch,45.5113,-92.9802,26.15,69,0,4.24,US,1696296926
405,sorong,-0.8833,131.25,25.44,88,100,3.45,ID,1696297378
406,santa cruz,-17.8,-63.1667,28.7,65,66,5.14,BO,1696297378
407,byron bay,-28.65,153.6167,28.17,50,0,6.88,AU,1696297362
408,mahanoro,-19.9,48.8,21.1,92,100,6.46,MG,1696297378
409,linxia chengguanzhen,35.6003,103.2064,13.25,84,100,1.35,CN,1696297378
410,benjamin constant,-4.3831,-70.0311,26.07,83,0,0.51,BR,1696297378
411,frolovo,49.7713,43.6622,11.33,61,100,2.72,RU,1696297378
412,taoudenni,22.6783,-3.9836,32.93,17,5,7.92,ML,1696297245
413,raja,8.4596,25.678,21.56,96,100,0.95,SS,1696297378
414,sinabang,2.4803,96.3801,27.37,75,96,5.03,ID,1696297379
415,zeya,53.75,127.2667,9.94,67,99,2.24,RU,1696297379
416,ermoupolis,37.4423,24.9425,21.39,68,0,9.26,GR,1696297379
417,barakani,-12.1356,44.4317,25.37,79,69,4.12,KM,1696297379
418,kuybyshev,55.4475,78.3218,5.15,68,13,2.77,RU,1696297379
419,playa blanca,28.8643,-13.8281,24.11,84,38,5.47,ES,1696297379
420,mantsala,60.6609,25.2838,12.05,95,97,3.21,FI,1696297379
421,port nelson,23.6333,-74.8333,28.71,71,100,6.62,BS,1696297379
422,yangchun,22.1667,111.7833,29.69,74,25,1.26,CN,1696297380
423,mccomb,31.2438,-90.4531,25.93,41,0,0.0,US,1696297380
424,saldanha,-33.0117,17.9442,15.03,89,0,7.94,ZA,1696297159
425,gizo,-8.103,156.8419,27.85,84,77,6.38,SB,1696297380
426,balikpapan,-1.2675,116.8289,27.55,78,20,2.06,ID,1696297380
427,usinsk,65.9939,57.5281,1.71,82,16,6.26,RU,1696297380
428,polatsk,55.4859,28.7756,9.4,88,99,2.83,BY,1696297380
429,mizque,-17.941,-65.3402,19.14,74,11,1.14,BO,1696297380
430,ed damer,17.5928,33.9592,31.87,18,5,4.2,SD,1696297381
431,narasannapeta,18.4167,84.05,27.22,87,99,2.52,IN,1696297381
432,melipilla,-33.7,-71.2167,13.01,84,86,0.92,CL,1696297203
433,manokwari,-0.8667,134.0833,27.66,75,96,1.62,ID,1696297381
434,alice,27.7523,-98.0697,26.76,94,75,5.66,US,1696297381
435,zhelezinka,53.54,75.3072,5.28,47,0,1.31,KZ,1696297381
436,nikolayevsk-on-amure,53.1406,140.73,7.93,96,100,2.94,RU,1696297381
437,pathardi,19.1667,75.1833,22.86,81,100,3.77,IN,1696297381
438,playa del ingles,27.7567,-15.5787,28.55,49,2,5.98,ES,1696297331
439,fuglafjordur,62.244,-6.814,10.26,90,96,3.43,FO,1696297382
440,taroa,8.7058,171.2275,28.99,76,78,6.5,MH,1696297382
441,egilsstadir,65.2653,-14.3948,4.95,93,100,5.14,IS,1696297294
442,taroudant,30.4703,-8.877,27.35,22,95,2.59,MA,1696297382
443,luang namtha,20.9497,101.4011,24.01,94,100,1.03,LA,1696297382
444,bodo,67.28,14.405,7.1,91,100,6.69,NO,1696297382
445,newman,37.3138,-121.0208,25.19,40,12,1.34,US,1696297277
446,vernon,50.2581,-119.2691,13.67,86,99,0.89,CA,1696297211
447,dawson creek,55.7666,-120.2362,12.8,44,0,5.66,CA,1696297382
448,zemio,5.0314,25.1361,20.46,98,100,0.75,CF,1696297383
449,arrah,25.5667,84.6667,27.94,88,99,3.97,IN,1696297383
450,mbanza-ngungu,-5.25,14.8667,21.93,87,23,2.82,CD,1696297383
451,gadzhiyevo,69.2551,33.3362,1.45,75,100,3.28,RU,1696297258
452,lu-uk,5.9684,121.3122,29.72,69,9,2.49,PH,1696297383
453,mar del plata,-38.0023,-57.5575,10.61,98,100,2.57,AR,1696297288
454,lugus,5.7036,120.8203,28.67,74,28,3.32,PH,1696297383
455,malibu,34.005,-118.8101,21.25,83,0,3.97,US,1696297384
456,ambodifotatra,-16.9833,49.85,23.71,79,22,0.62,MG,1696297274
457,phan rang-thap cham,11.5667,108.9833,28.48,79,86,0.8,VN,1696297384
458,vilyuchinsk,52.9306,158.4028,8.85,84,100,3.48,RU,1696297384
459,thabazimbi,-24.5917,27.4116,13.08,69,0,1.44,ZA,1696297384
460,yallahs,17.8748,-76.5624,27.85,82,93,0.98,JM,1696297384
461,telimele,10.9167,-13.3333,22.6,94,99,0.57,GN,1696297384
462,prado,-17.3411,-39.2208,24.27,93,100,4.61,BR,1696297092
463,bozeman,45.6796,-111.0386,9.45,87,100,1.54,US,1696297179
464,hithadhoo,-0.6,73.0833,27.73,74,69,5.26,MV,1696297264
465,cheremukhovo,60.3484,59.9851,8.87,84,53,2.68,RU,1696297385
466,geraldton,-28.7667,114.6,19.23,39,40,6.69,AU,1696297245
467,waingapu,-9.6567,120.2641,30.43,58,1,5.42,ID,1696297385
468,hobyo,5.3505,48.5268,25.56,89,4,6.68,SO,1696297385
469,island harbour,50.724,-1.2758,14.43,89,100,1.34,GB,1696297385
470,longuenesse,50.734,2.2352,19.13,84,100,8.55,FR,1696297385
471,garoowe,8.4054,48.4845,25.01,68,53,4.28,SO,1696297385
472,harar,9.3094,42.1258,16.0,84,88,2.73,ET,1696297385
473,boromo,11.75,-2.9333,26.78,73,100,2.26,BF,1696297386
474,alvorada,-12.48,-49.1247,30.9,24,52,2.3,BR,1696297386
475,bathsheba,13.2167,-59.5167,29.34,84,20,4.12,BB,1696297386
476,selfoss,63.9331,-20.9971,6.69,80,68,4.37,IS,1696297386
477,slave lake,55.2834,-114.769,11.99,76,20,0.0,CA,1696297137
478,kuvshinovo,57.0295,34.1725,8.23,80,98,2.33,RU,1696297160
479,conception bay south,47.4999,-52.9981,9.3,94,10,1.47,CA,1696297386
480,udalguri,26.7667,92.1333,27.23,84,51,2.19,IN,1696297386
481,ngereklmadel,7.4883,134.4856,30.05,74,75,3.09,PW,1696297387
482,kochenevo,55.0218,82.202,-0.34,58,0,1.88,RU,1696297387
483,hailin,44.5833,129.4167,15.1,55,33,2.39,CN,1696297387
484,mount barker,-35.0667,138.8667,17.72,64,15,7.21,AU,1696297387
485,cockburn town,21.4612,-71.1419,28.62,76,49,6.19,TC,1696297387
486,murray bridge,-35.1167,139.2667,18.96,35,47,7.75,AU,1696297387
487,arteaga,18.4667,-102.4167,19.43,99,100,1.67,MX,1696297260
488,emerald,-23.5333,148.1667,27.41,35,0,6.57,AU,1696297387
489,chom thong,18.4174,98.6743,27.83,81,18,0.5,TH,1696297388
490,tromso,69.6496,18.957,3.01,87,100,1.54,NO,1696297388
491,tucumcari,35.1717,-103.725,17.91,100,0,1.54,US,1696297243
492,quellon,-43.1167,-73.6167,6.43,86,97,1.6,CL,1696297388
493,turkmenbasy,40.0222,52.9552,18.43,27,0,3.09,TM,1696297388
494,kenai,60.5544,-151.2583,9.52,79,100,3.09,US,1696297388
495,jinghong,21.991,100.7341,27.06,73,30,0.99,CN,1696297388
496,redwood falls,44.5394,-95.1169,26.01,41,0,4.63,US,1696297388
497,camabatela,-8.1881,15.375,18.81,94,100,1.18,AO,1696297389
498,yakeshi,49.2833,120.7333,9.76,62,100,2.76,CN,1696297389
499,tomatlan,19.9333,-105.25,26.41,91,100,1.02,MX,1696297291
500,igurubi,-4.0,33.7,21.8,41,46,5.68,TZ,1696297389
501,angaur state,6.906,134.13,28.81,71,65,2.93,PW,1696297255
502,sena madureira,-9.0656,-68.6569,27.67,65,43,0.91,BR,1696297389
503,katsuura,35.1333,140.3,24.49,54,62,4.41,JP,1696297389
504,umm kaddadah,13.6017,26.6876,27.99,54,81,6.74,SD,1696297389
505,ust'-ordynskiy,52.805,104.7508,1.85,94,100,3.18,RU,1696297389
506,lachute,45.6501,-74.3325,19.14,65,11,1.91,CA,1696297306
507,puerto francisco de orellana,-0.4667,-76.9667,21.83,96,19,0.89,EC,1696297390
508,colipapa,9.4726,122.5616,27.84,82,100,2.84,PH,1696297390
509,manicore,-5.8092,-61.3003,29.55,35,100,1.28,BR,1696297390
510,chamical,-30.36,-66.314,22.69,37,1,5.45,AR,1696297390
511,tuy hoa,13.0833,109.3,28.06,84,88,1.72,VN,1696297390
512,revda,56.801,59.9303,10.37,81,100,2.94,RU,1696297390
513,energetik,51.7445,58.7934,10.57,59,100,2.31,RU,1696297390
514,rincon de la victoria,36.7172,-4.2758,23.94,59,69,1.6,ES,1696297324
515,skadovs'k,46.1161,32.9112,13.28,68,6,5.62,UA,1696297391
516,naze,28.3667,129.4833,24.51,93,100,5.21,JP,1696297391
517,malango,-2.9627,119.9001,28.89,53,64,1.82,ID,1696297292
518,midvagur,62.0511,-7.1939,10.46,93,100,6.17,FO,1696297230
519,zmigrod,51.4667,16.9056,15.23,79,92,3.45,PL,1696297391
520,taro,-8.3862,115.28,24.92,55,61,2.21,ID,1696297247
521,olecko,54.0337,22.507,15.61,78,100,4.2,PL,1696297391
522,san borja,-14.8167,-66.85,27.86,64,39,1.28,BO,1696297392
523,teshi old town,5.5836,-0.1072,25.52,87,8,4.5,GH,1696297392
524,aracati,-4.5617,-37.7697,25.88,81,54,5.47,BR,1696297392
525,neryungri,56.6709,124.6491,1.25,92,100,3.01,RU,1696297392
526,sao tome,0.3365,6.7273,25.86,87,99,4.85,ST,1696297392
527,banda aceh,5.5577,95.3222,28.22,72,100,5.45,ID,1696297392
528,pangai,-19.8,-174.35,25.06,57,75,9.77,TO,1696297392
529,hilo,19.7297,-155.09,26.16,75,100,3.09,US,1696297227
530,tadine,-21.55,167.8833,22.28,65,99,8.7,NC,1696297392
531,ketchikan,55.3422,-131.6461,12.26,94,100,6.17,US,1696297271
532,port blair,11.6667,92.75,25.02,94,100,3.09,IN,1696297393
533,mahibadhoo,3.7833,72.9667,27.02,81,100,4.18,MV,1696297393
534,staraya russa,57.9944,31.3608,11.1,86,99,3.71,RU,1696297393
535,akureyri,65.6835,-18.0878,4.96,75,100,4.63,IS,1696297365
536,mulayjah,27.271,48.4242,28.69,23,0,2.24,SA,1696297393
537,east wenatchee bench,47.4257,-120.2812,18.6,56,100,3.6,US,1696297393
538,kirkland lake,48.1446,-80.0377,20.16,73,57,1.03,CA,1696297393
539,ta`u,-14.2336,-169.5144,26.78,81,39,9.58,AS,1696297394
540,raduzhny,62.0961,77.475,8.13,89,98,5.89,RU,1696297394
541,boma,7.0805,-2.1697,22.35,100,99,1.54,GH,1696297394
542,minot air force base,48.4209,-101.3391,17.1,88,100,2.57,US,1696297394
543,freeport,40.6576,-73.5832,20.55,82,0,2.06,US,1696297229
544,nova vicosa,-17.8919,-39.3719,24.39,92,96,5.36,BR,1696297203
545,okahao,-17.885,15.0667,24.85,30,85,2.73,NA,1696297394
546,karema,-6.8205,30.4389,25.81,41,42,5.25,TZ,1696297394
547,ekibastuz,51.6667,75.3667,6.12,60,12,2.93,KZ,1696297395
548,talara,-4.5772,-81.2719,22.42,83,0,7.46,PE,1696297395
549,pandan,14.0453,124.1694,30.85,68,99,6.75,PH,1696297395
550,vila do maio,15.1333,-23.2167,26.44,81,100,3.55,CV,1696297395
551,albertina,-22.2008,-46.6158,19.22,88,42,1.01,BR,1696297395
552,altai,46.3722,96.2583,2.68,60,3,0.72,MN,1696297395
553,tete,-16.1564,33.5867,22.27,68,100,4.65,MZ,1696297395
554,taksimo,56.3444,114.8794,-0.72,70,99,0.89,RU,1696297395
555,ar ruseris,11.8659,34.3869,25.23,82,46,3.18,SD,1696297396
556,bytow,54.1706,17.4919,14.56,81,85,3.33,PL,1696297245
557,baltasi,56.3462,50.2062,10.94,90,100,0.89,RU,1696297396
558,nanao,37.05,136.9667,24.1,46,10,4.4,JP,1696297396
559,selebi-phikwe,-21.979,27.8498,13.04,72,0,4.11,BW,1696297396
560,aroma,15.8167,36.1333,29.42,34,13,3.36,SD,1696297394
561,bykhaw,53.5193,30.2469,7.9,87,47,2.88,BY,1696297396
562,bridgewater,44.3835,-64.5155,15.82,85,44,2.57,CA,1696297396
563,sakaiminato,35.55,133.2333,20.99,68,75,1.54,JP,1696297396
564,onguday,50.75,86.15,5.69,76,9,1.48,RU,1696297397
565,pucallpa,-8.3791,-74.5539,30.02,70,40,1.54,PE,1696297397
566,peruibe,-24.32,-46.9983,18.47,92,100,1.54,BR,1696297346
567,eten,-6.9081,-79.8642,21.14,78,75,7.72,PE,1696297397
568,kinkala,-4.3614,14.7644,23.08,87,73,2.01,CG,1696297397
569,altay,47.8667,88.1167,12.04,44,14,1.85,CN,1696297397
570,monitos,8.25,-76.05,25.07,93,100,1.8,CO,1696297397
571,port shepstone,-30.7414,30.455,15.98,78,0,6.55,ZA,1696297378
572,mucur,39.0615,34.3829,11.01,70,98,4.91,TR,1696297398
573,huarmey,-10.0681,-78.1522,19.93,85,96,4.02,PE,1696297398
574,inarajan village,13.2736,144.7484,31.54,87,98,6.21,GU,1696297398
